Item_ID,Item_Name,Description,Primary_Category,Subcategory,Item_Kind,Is_Spendable_or_Consumable,Is_Choice_Item,Is_Random_Reward,Selection_Behavior,Lifecycle,Rarity,Faction,Equipment_Slot,DPS_Relevance,Optimizer_Bucket,Icon_Path,Data_Status,Source_URLs
14,Patrol Design,Get Designs from Quick Patrol once,Upgrade Materials,General Upgrade Material,Material,Yes,No,No,Consumed by upgrade/system,Permanent / Recurring,,,,Conditional,Utility,ItemCommon/UICommon_HangRoll_Icon,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31,S Supply Key,Used to open S Grade Supply Crates,Keys,Chest Key,Key,Yes,No,No,Open/claim container,Permanent / Recurring,,S Grade / Mixed,,Indirect / Expected Value,ChestExpectedValue,ItemCommon/Currency_DiamondBoxSpecial,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
34,Energy Essence,Mysterious fluid used to upgrade survivors,Currencies,Permanent Currency,Currency,Yes,No,No,Spend at shop/system,Permanent / Recurring,,,,Depends on spend,SpendCurrency,MainUITopCurrency/Hero_Exp,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
36,Special Ops Coins,Used to exchange Survivor shards,Currencies,Mode Currency / Ticket,Currency,Yes,No,No,Spend at shop/system,Permanent / Recurring,,,,Depends on spend,SpendCurrency,UICommon/SpecialCoin,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
40,Pet Cookie,Can be fed to pets for EXP,Currencies,Permanent Currency,Currency,Yes,No,No,Spend at shop/system,Permanent / Recurring,,,,Depends on spend,SpendCurrency,MainUITopCurrency/petiUI_Merchant_petExpItem1,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
41,Special Op Ticket,Used to instantly complete 1 Special Op,Currencies,Permanent Currency,Currency,Yes,No,No,Spend at shop/system,Permanent / Recurring,,,,Depends on spend,SpendCurrency,UICommon/SpecialOpsTicket,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
42,Normal Pet Chest Key,Used to open Normal Pet Chests,Keys,Chest Key,Key,Yes,No,No,Open/claim container,Permanent / Recurring,Normal,,,Indirect / Expected Value,ChestExpectedValue,ItemCommon/PetKeySmall,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
43,Pawerful Pet Chest Key,Used to open Pawerful Pet Chests,Keys,Chest Key,Key,Yes,No,No,Open/claim container,Permanent / Recurring,,,,Indirect / Expected Value,ChestExpectedValue,ItemCommon/PetKeyLarge,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
61,Survivor Reset Vial,"Select 1 Survivor to reset. Level and Stars will be reduced to 1, and all upgrade materials refunded (Training progress retained, but doesn't take effect)",Choice Consumables,Selector / Choice Item,Choice Container,Yes,Yes,No,Player chooses one option,Permanent / Recurring,,,,Conditional,Utility,UICommon/HeroReset,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
62,Mid-Year Discount Ticket,"-10% to ""Mid-Year Value Sale"" event packs. Can be stacked.",Currencies,Event Currency,Currency,Yes,No,No,Spend at shop/system,Seasonal Sale,,,,Depends on spend,SpendCurrency,UICommon/DiscountTicket,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
63,Collectible Chest Key,Opens Collectible Chests,Collectibles,Collectible Random Container,Random Container,Yes,No,No,Open/claim container,Permanent / Recurring,,,,No or unknown,ReferenceOnly,ItemCommon/CollectionKey,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
65,Parts Crate Key,Used to open Parts Crate,Keys,Chest Key,Key,Yes,No,No,Open/claim container,Permanent / Recurring,,,,Indirect / Expected Value,ChestExpectedValue,ItemCommon/AccessoryKey,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
83,Survivor Awakening Core Choice Chest,Choose an unlocked reward,Choice Consumables,Selector / Choice Item,Choice Container,Yes,Yes,No,Player chooses one option,Permanent / Recurring,,,,No or unknown,ReferenceOnly,UICommon/selectBox_agentAwaken,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
84,Relic Core Choice Chest,Choose an unlocked reward,Choice Consumables,Selector / Choice Item,Choice Container,Yes,Yes,No,Player chooses one option,Permanent / Recurring,,,,No or unknown,ReferenceOnly,UICommon/selectBox_holyStone,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
85,Resonance Chip Choice Chest,Choose an unlocked reward,Choice Consumables,Selector / Choice Item,Choice Container,Yes,Yes,No,Player chooses one option,Permanent / Recurring,,,,No or unknown,ReferenceOnly,UICommon/selectBox_resonanceAccessory,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
86,Awakening Crystal Choice Chest,Choose an unlocked reward,Choice Consumables,Selector / Choice Item,Choice Container,Yes,Yes,No,Player chooses one option,Permanent / Recurring,,,,No or unknown,ReferenceOnly,UICommon/selectBox_petAwaken,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
89,Retreat Coins,Used to exchange Op Retreat rewards,Currencies,Mode Currency / Ticket,Currency,Yes,No,No,Spend at shop/system,Permanent / Recurring,,,,Depends on spend,SpendCurrency,EscapeChallenge/EscapeCoin,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
90,Legend Collectible & Resonance Chip Choice Chest,Choose an unlocked reward,Collectibles,Collectible Choice Container,Choice Container,Yes,Yes,No,Player chooses one option,Permanent / Recurring,Legend,,,Potentially High,SelectorValue,UICommon/selectBox1_resonanceAccessory,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
91,Survivor Awakening Core & Relic Core Choice Chest,Choose an unlocked reward,Choice Consumables,Selector / Choice Item,Choice Container,Yes,Yes,No,Player chooses one option,Permanent / Recurring,,,,No or unknown,ReferenceOnly,UICommon/selectBox1_agentAwaken,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
92,Core Choice Chest,Choose an unlocked reward,Choice Consumables,Selector / Choice Item,Choice Container,Yes,Yes,No,Player chooses one option,Permanent / Recurring,,,,No or unknown,ReferenceOnly,UICommon/seniorselectBox1,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
93,Core Choice Chest Essence,Collect 10 of this essence to fuse into a Core Choice Chest,Upgrade Materials,General Upgrade Material,Material,Yes,No,No,Consume 10 to fuse a Core Choice Chest,Permanent / Recurring,,,,Yes / Progression,ProgressionMaterial,UICommon/seniorselectBox1_shard,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
95,Good Collectible Shard Choice Pack,Select 1 Collectible Shard,Collectibles,Collectible Shard Choice,Choice Container,Yes,Yes,No,Player chooses one option,Permanent / Recurring,Good,,,Potentially High,SelectorValue,CollectionPiece/collection_green_selection,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
96,Better Collectible Shard Choice Pack,Select 1 Collectible Shard,Collectibles,Collectible Shard Choice,Choice Container,Yes,Yes,No,Player chooses one option,Permanent / Recurring,Better,,,Potentially High,SelectorValue,CollectionPiece/collection_blue_selection,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
97,Excellent Collectible Shard Choice Pack,Select 1 Collectible Shard,Collectibles,Collectible Shard Choice,Choice Container,Yes,Yes,No,Player chooses one option,Permanent / Recurring,Excellent,,,Potentially High,SelectorValue,CollectionPiece/collection_purple_selection,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
98,Epic Collectible Shard Choice Pack,Select 1 Collectible Shard,Collectibles,Collectible Shard Choice,Choice Container,Yes,Yes,No,Player chooses one option,Permanent / Recurring,Epic,,,Potentially High,SelectorValue,CollectionPiece/collection_golden_selection,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
99,Legend Collectible Shard Choice Pack,Select 1 Collectible Shard,Collectibles,Collectible Shard Choice,Choice Container,Yes,Yes,No,Player chooses one option,Permanent / Recurring,Legend,,,Potentially High,SelectorValue,CollectionPiece/collection_red_selection,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
184,Regular Challenge Medal,Obtained by clearing Regular Challenge,Currencies,Mode Currency / Ticket,Currency,Yes,No,No,Spend at shop/system,Permanent / Recurring,,,,Depends on spend,SpendCurrency,UICommon/exchange_302,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
192,Xeno Pet Core,Used to awaken Xeno Pets,Upgrade Materials,Xeno Pet Material,Material,Yes,No,No,Consumed by upgrade/system,Permanent / Recurring,Xeno,,,Yes / Progression,ProgressionMaterial,UICommon/SPetCore,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
193,Xeno Pet Crystal,Used to summon Xeno Pets,Upgrade Materials,Xeno Pet Material,Material,Yes,No,No,Consumed by upgrade/system,Permanent / Recurring,Xeno,,,Yes / Progression,ProgressionMaterial,UICommon/SPetGem,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
194,Xeno Pet Core & Survivor Awakening Core Choice Chest,Choose an unlocked reward,Choice Consumables,Selector / Choice Item,Choice Container,Yes,Yes,No,Player chooses one option,Permanent / Recurring,Xeno,,,No or unknown,ReferenceOnly,UICommon/HeroPetselectBox,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
197,Xeno Pet Elixir,Used to change Xeno Pet Assist skill (only usable at max level),Upgrade Materials,Xeno Pet Material,Material,Yes,No,No,Consumed by upgrade/system,Permanent / Recurring,Xeno,,,Yes / Progression,ProgressionMaterial,UICommon/SpetAssistReset,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
200,Survivor Showdown Ticket,Use this ticket to join the Survivor Showdown mode without using Gems,Currencies,Mode Currency / Ticket,Currency,Yes,No,No,Spend at shop/system,Permanent / Recurring,,,,Depends on spend,SpendCurrency,PvpChallenge/icon_tic,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
201,Showdown Revival Coin,Use this item to revive if you are defeated in Survivor Showdown mode,Currencies,Mode Currency / Ticket,Currency,Yes,No,No,Spend at shop/system,Permanent / Recurring,,,,Depends on spend,SpendCurrency,PvpChallenge/icon_re,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
202,Transmute Core,Used for Xeno Transmute upgrades,Upgrade Materials,Xeno Pet Material,Material,Yes,No,No,Consumed by upgrade/system,Permanent / Recurring,Xeno,,,Yes / Progression,ProgressionMaterial,EquipRefinement/Surpass_core,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
204,Legend Collectible Omnishard,Used to increase Legend Collectible Stars,Collectibles,Collectible Shard Container,Random Container,Yes,No,No,Consumed by upgrade/system,Permanent / Recurring,Legend,,,No or unknown,ReferenceOnly,CollectionPiece/collection_red_universal,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
205,Legend Collectible Deconstructor,Resets Legend Collectible to 1 Gold Star,Collectibles,Collectible Random Container,Random Container,Yes,No,No,Consumed by upgrade/system,Permanent / Recurring,Legend,,,No or unknown,ReferenceOnly,CollectionPiece/collection_red_reset,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
206,Collectible Chest Key,Opens Collectible Chests,Collectibles,Collectible Random Container,Random Container,Yes,No,No,Open/claim container,Permanent / Recurring,,,,No or unknown,ReferenceOnly,ItemCommon/CollectionKey,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
302,Scarf,Football Cup Fiesta Support Item,Other Items,Unclassified / Reference,Other,No,No,No,,Limited / Event,,,,No or unknown,ReferenceOnly,UICommon/exchange_302,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
399,Challenge Emblem,Obtainable from each challenge in the Zone Operation upon completing them,Currencies,Mode Currency / Ticket,Currency,Yes,No,No,Spend at shop/system,Permanent / Recurring,,,,Depends on spend,SpendCurrency,UICommon/AreaAction_TermProgress,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
610,Base Tech Materials,Product of Earth technology obtained by salvaging equipment. Essential for Astral Forging of equipment,Currencies,Permanent Currency,Currency,Yes,No,No,Spend at shop/system,Permanent / Recurring,,,,Depends on spend,SpendCurrency,MainUITopCurrency/EquipRemould_BasicTechnologyMaterial,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
611,Eternal Core,Eternal tech core obtained by salvaging Eternal equipment. Used to perform Astral Forging on Eternal equipment,Currencies,Permanent Currency,Currency,Yes,No,No,Spend at shop/system,Permanent / Recurring,Eternal,Eternal,,Depends on spend,SpendCurrency,MainUITopCurrency/EquipRemould_EternityStone,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
612,Void Core,Void tech core obtained by salvaging Void equipment. Used to perform Astral Forging on Void equipment,Currencies,Permanent Currency,Currency,Yes,No,No,Spend at shop/system,Permanent / Recurring,,Void,,Depends on spend,SpendCurrency,MainUITopCurrency/EquipRemould_DestoryStone,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
613,Chaos Core,Chaos tech core obtained by salvaging Chaos equipment. Used to perform Astral Forging on Chaos equipment,Currencies,Permanent Currency,Currency,Yes,No,No,Spend at shop/system,Permanent / Recurring,,Chaos,,Depends on spend,SpendCurrency,MainUITopCurrency/EquipRemould_ChaoslStone,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
614,Relic Core,Essential material used for SS Relic's Astral Forging,Currencies,Permanent Currency,Currency,Yes,No,No,Spend at shop/system,Permanent / Recurring,,,,Depends on spend,SpendCurrency,MainUITopCurrency/EquipSSStone,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
615,Resonance Chip,Used to amplify resonance of Tech Parts,Upgrade Materials,Tech Part Material,Material,Yes,No,No,Consumed by upgrade/system,Permanent / Recurring,,,,Yes / Progression,ProgressionMaterial,UICommon/HarmonyChip,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
621,Eternal Core (Shard),Eternal core shard. Every {0} shards can be merged into 1 complete Eternal Core,Upgrade Materials,Equipment / Forge Material,Material,Yes,No,No,Consumed by upgrade/system,Permanent / Recurring,Eternal,Eternal,,Yes / Progression,ProgressionMaterial,UICommon/Fragment_Eternity,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
622,Void Core (Shard),Void core shard. Every {0} shards can be merged into 1 complete Void Core,Upgrade Materials,Equipment / Forge Material,Material,Yes,No,No,Consumed by upgrade/system,Permanent / Recurring,,Void,,Yes / Progression,ProgressionMaterial,UICommon/Fragment_Destroyer,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
623,Chaos Core (Shard),Chaos core shard. Every {0} shards can be merged into 1 complete Chaos Core,Upgrade Materials,Equipment / Forge Material,Material,Yes,No,No,Consumed by upgrade/system,Permanent / Recurring,,Chaos,,Yes / Progression,ProgressionMaterial,UICommon/Fragment_Chaos,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
700,Awakening Crystal,Rare crystal used for Pet Awakening,Upgrade Materials,Normal Pet Material,Material,Yes,No,No,Consumed by upgrade/system,Permanent / Recurring,,,,Yes / Progression,ProgressionMaterial,PetIcon/PetStone,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
