Survivor_ID,Survivor,Aliases,Rarity,Upgrade_System,Unlock_Order,Unlock_Point,Required_Value,Unlock_Name,Effect,Effect_Scope,Effect_Tags,Shard_or_Upgrade_Item,Data_Status,Primary_Source_URL,Secondary_Source_URL
SURV02,Tsukuyomi,,Normal,Level,2,Level 40,40,Level Bonus,All Survivors: ATK +5%.,Account-wide / All Survivors,All-Survivor Bonus,Tsukuyomi Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/tsukuyomi,https://survivorio.fandom.com/wiki/Characters
SURV02,Tsukuyomi,,Normal,Level,3,Level 60,60,Level Bonus,Survivor ATK +600.,This Survivor / Battle,,Tsukuyomi Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/tsukuyomi,https://survivorio.fandom.com/wiki/Characters
SURV02,Tsukuyomi,,Normal,Level,4,Level 80,80,Level Bonus,All Survivors: Crit Rate +5%.,Account-wide / All Survivors,Crit Rate | All-Survivor Bonus,Tsukuyomi Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/tsukuyomi,https://survivorio.fandom.com/wiki/Characters
SURV02,Tsukuyomi,,Normal,Level,5,Level 100,100,Level Bonus,Survivor ATK +1000.,This Survivor / Battle,,Tsukuyomi Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/tsukuyomi,https://survivorio.fandom.com/wiki/Characters
SURV02,Tsukuyomi,,Normal,Level,6,Level 120,120,Level Bonus,All Survivors: Crit Damage +5%.,Account-wide / All Survivors,Crit Damage | All-Survivor Bonus,Tsukuyomi Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/tsukuyomi,https://survivorio.fandom.com/wiki/Characters
SURV02,Tsukuyomi,,Normal,Star Upgrade,7,1 Star,1,Moonshade Slash,Select in battle: Perform a powerful frontal slash.,This Survivor / Battle,,Tsukuyomi Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/tsukuyomi,https://survivorio.fandom.com/wiki/Characters
SURV02,Tsukuyomi,,Normal,Star Upgrade,8,2 Star,2,Survivor License,Survivor ATK +400; Survivor HP +2000.,This Survivor / Battle,,Tsukuyomi Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/tsukuyomi,https://survivorio.fandom.com/wiki/Characters
SURV02,Tsukuyomi,,Normal,Star Upgrade,9,3 Star,3,Nitoryu,"When a bladed main weapon evolves, Moonhalo Slash can be upgraded again; Survivor HP +20%.",This Survivor / Battle,,Tsukuyomi Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/tsukuyomi,https://survivorio.fandom.com/wiki/Characters
SURV02,Tsukuyomi,,Normal,Star Upgrade,10,4 Star,4,Advanced Survivor License,Survivor ATK +1000; Survivor HP +5000.,This Survivor / Battle,,Tsukuyomi Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/tsukuyomi,https://survivorio.fandom.com/wiki/Characters
SURV02,Tsukuyomi,,Normal,Star Upgrade,11,5 Star,5,All-Survivor Bonus,All Survivors: ATK +4%.,Account-wide / All Survivors,All-Survivor Bonus,Tsukuyomi Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/tsukuyomi,https://survivorio.fandom.com/wiki/Characters
SURV02,Tsukuyomi,,Normal,Star Upgrade,12,6 Star,6,Evo Unleashed,Moonhalo Slash's upgrade requirement is no longer restricted to the main weapon; Survivor ATK +20%.,This Survivor / Battle,,Tsukuyomi Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/tsukuyomi,https://survivorio.fandom.com/wiki/Characters
SURV02,Tsukuyomi,,Normal,Awakening,13,A1,1,Iai Slash / Bladesmith,"Active: Charge and release an enhanced blade wave. Passive: When blades are used, weapon damage +5%.",This Survivor / Battle,,Tsukuyomi Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/tsukuyomi,https://survivorio.fandom.com/wiki/Characters
SURV02,Tsukuyomi,,Normal,Awakening,14,A2,2,Bladesmith Enhancement,"When Bladesmith triggers, equipped-weapon extra damage +5%.",This Survivor / Battle,,Tsukuyomi Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/tsukuyomi,https://survivorio.fandom.com/wiki/Characters
SURV02,Tsukuyomi,,Normal,Awakening,15,A3,3,Iai Slash Vulnerability,Iai Slash inflicts 5% Vulnerability.,This Survivor / Battle,Vulnerability,Tsukuyomi Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/tsukuyomi,https://survivorio.fandom.com/wiki/Characters
SURV02,Tsukuyomi,,Normal,Awakening,16,A4,4,Bladesmith Skill Damage,"When Bladesmith triggers, all Skill Damage +20%. Unlock 1 Teamwork passive slot.",Equipped Survivor + slot unlock,Skill Damage,Tsukuyomi Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/tsukuyomi,https://survivorio.fandom.com/wiki/Characters
SURV02,Tsukuyomi,,Normal,Awakening,17,A5,5,Iai Slash Vulnerability II,Iai Slash inflicts an additional 5% Vulnerability.,This Survivor / Battle,Vulnerability,Tsukuyomi Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/tsukuyomi,https://survivorio.fandom.com/wiki/Characters
SURV02,Tsukuyomi,,Normal,Awakening,18,A6,6,Bladesmith Weapon Damage II,"When Bladesmith triggers, equipped-weapon extra damage +10%. Teamwork passive slot +1.",Equipped Survivor + slot unlock,,Tsukuyomi Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/tsukuyomi,https://survivorio.fandom.com/wiki/Characters
SURV03,Catnips,,Normal,Level,1,Level 20,20,Level Bonus,Survivor HP +1000.,This Survivor / Battle,,Catnips Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/catnips,https://survivorio.fandom.com/wiki/Characters
SURV03,Catnips,,Normal,Level,2,Level 40,40,Level Bonus,All Survivors: HP +5%.,Account-wide / All Survivors,All-Survivor Bonus,Catnips Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/catnips,https://survivorio.fandom.com/wiki/Characters
SURV03,Catnips,,Normal,Level,3,Level 60,60,Level Bonus,Survivor ATK +600.,This Survivor / Battle,,Catnips Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/catnips,https://survivorio.fandom.com/wiki/Characters
SURV03,Catnips,,Normal,Level,4,Level 80,80,Level Bonus,All Survivors: Healing effect +5%.,Account-wide / All Survivors,Healing | All-Survivor Bonus,Catnips Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/catnips,https://survivorio.fandom.com/wiki/Characters
SURV03,Catnips,,Normal,Level,5,Level 100,100,Level Bonus,Survivor ATK +1000.,This Survivor / Battle,,Catnips Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/catnips,https://survivorio.fandom.com/wiki/Characters
SURV03,Catnips,,Normal,Level,6,Level 120,120,Level Bonus,All Survivors: ATK +5%.,Account-wide / All Survivors,All-Survivor Bonus,Catnips Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/catnips,https://survivorio.fandom.com/wiki/Characters
SURV03,Catnips,,Normal,Star Upgrade,7,1 Star,1,Medi-drone,Select in battle: Releases a healing zone.,This Survivor / Battle,Healing,Catnips Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/catnips,https://survivorio.fandom.com/wiki/Characters
SURV03,Catnips,,Normal,Star Upgrade,8,2 Star,2,Survivor License,Survivor ATK +400; Survivor HP +2000.,This Survivor / Battle,,Catnips Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/catnips,https://survivorio.fandom.com/wiki/Characters
SURV03,Catnips,,Normal,Star Upgrade,9,3 Star,3,Tech Breakthrough,All drones can be freely paired; Survivor HP +20%.,This Survivor / Battle,Drone,Catnips Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/catnips,https://survivorio.fandom.com/wiki/Characters
SURV03,Catnips,,Normal,Star Upgrade,10,4 Star,4,Advanced Survivor License,Survivor ATK +1000; Survivor HP +5000.,This Survivor / Battle,,Catnips Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/catnips,https://survivorio.fandom.com/wiki/Characters
SURV03,Catnips,,Normal,Star Upgrade,11,5 Star,5,All-Survivor Bonus,All Survivors: HP +4%.,Account-wide / All Survivors,All-Survivor Bonus,Catnips Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/catnips,https://survivorio.fandom.com/wiki/Characters
SURV03,Catnips,,Normal,Star Upgrade,12,6 Star,6,Advanced Medicine,Healing Drone effect doubled; Survivor ATK +20%.,This Survivor / Battle,Healing | Drone,Catnips Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/catnips,https://survivorio.fandom.com/wiki/Characters
SURV03,Catnips,,Normal,Awakening,13,A1,1,Summon Drone / Mechmeat Unity,"Active: Use the skill to obtain a Drone. Passive: When a Drone evolves, Drone damage +5%.",This Survivor / Battle,Drone,Catnips Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/catnips,https://survivorio.fandom.com/wiki/Characters
SURV03,Catnips,,Normal,Awakening,14,A4,4,Mechmeat Unity Crit Damage,"When Mechmeat Unity triggers, Survivor Crit Damage +20%. Unlock 1 Teamwork passive slot.",Equipped Survivor + slot unlock,Crit Damage,Catnips Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/catnips,https://survivorio.fandom.com/wiki/Characters
SURV03,Catnips,,Normal,Awakening,15,A6,6,Mechmeat Unity Drone Damage,"When Mechmeat Unity triggers, Drone extra damage +10%. Teamwork passive slot +1.",Equipped Survivor + slot unlock,Drone,Catnips Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/catnips,https://survivorio.fandom.com/wiki/Characters
SURV04,Worm,,Normal,Level,1,Level 20,20,Level Bonus,Survivor HP +1000.,This Survivor / Battle,,Worm Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/worm,https://survivorio.fandom.com/wiki/Characters
SURV04,Worm,,Normal,Level,2,Level 40,40,Level Bonus,All Survivors: HP +5%.,Account-wide / All Survivors,All-Survivor Bonus,Worm Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/worm,https://survivorio.fandom.com/wiki/Characters
SURV04,Worm,,Normal,Level,3,Level 60,60,Level Bonus,Survivor ATK +600.,This Survivor / Battle,,Worm Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/worm,https://survivorio.fandom.com/wiki/Characters
SURV04,Worm,,Normal,Level,4,Level 80,80,Level Bonus,All Survivors: Healing effect +5%.,Account-wide / All Survivors,Healing | All-Survivor Bonus,Worm Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/worm,https://survivorio.fandom.com/wiki/Characters
SURV04,Worm,,Normal,Level,5,Level 100,100,Level Bonus,Survivor ATK +1000.,This Survivor / Battle,,Worm Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/worm,https://survivorio.fandom.com/wiki/Characters
SURV04,Worm,,Normal,Level,6,Level 120,120,Level Bonus,All Survivors: ATK +5%.,Account-wide / All Survivors,All-Survivor Bonus,Worm Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/worm,https://survivorio.fandom.com/wiki/Characters
SURV04,Worm,,Normal,Star Upgrade,7,1 Star,1,Listening Bug,Select in battle: Reveals enemy weaknesses and increases damage taken.,This Survivor / Battle,,Worm Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/worm,https://survivorio.fandom.com/wiki/Characters
SURV04,Worm,,Normal,Star Upgrade,8,2 Star,2,Survivor License,Survivor ATK +400; Survivor HP +2000.,This Survivor / Battle,,Worm Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/worm,https://survivorio.fandom.com/wiki/Characters
SURV04,Worm,,Normal,Star Upgrade,9,3 Star,3,Cash Trade,Greatly reduces collision damage and slightly increases projectile damage; Survivor HP +20%.,This Survivor / Battle,,Worm Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/worm,https://survivorio.fandom.com/wiki/Characters
SURV04,Worm,,Normal,Star Upgrade,10,4 Star,4,Advanced Survivor License,Survivor ATK +1000; Survivor HP +5000.,This Survivor / Battle,,Worm Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/worm,https://survivorio.fandom.com/wiki/Characters
SURV04,Worm,,Normal,Star Upgrade,11,5 Star,5,All-Survivor Bonus,All Survivors: ATK +4%.,Account-wide / All Survivors,All-Survivor Bonus,Worm Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/worm,https://survivorio.fandom.com/wiki/Characters
SURV04,Worm,,Normal,Star Upgrade,12,6 Star,6,Sting Op,Listening Bug can evolve into Sting Op; filling its meter forces enemies to retreat; Survivor ATK +20%.,This Survivor / Battle,,Worm Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/worm,https://survivorio.fandom.com/wiki/Characters
SURV04,Worm,,Normal,Awakening,13,A1,1,Dauntless / Lone Hero,Active: Movement Speed increases and damage received is reduced by 50%. Passive: Crit Damage +10% when fewer than 3 monsters are present.,This Survivor / Battle,Crit Damage | Movement Speed,Worm Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/worm,https://survivorio.fandom.com/wiki/Characters
SURV04,Worm,,Normal,Awakening,14,A3,3,Dauntless Enhancement,Duration +2 seconds and gain invincibility while active.,This Survivor / Battle,,Worm Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/worm,https://survivorio.fandom.com/wiki/Characters
SURV04,Worm,,Normal,Awakening,15,A4,4,Lone Hero Enhancement,Attack interval -10% and Skill Damage +10% while Lone Hero is active. Unlock 1 Teamwork passive slot.,Equipped Survivor + slot unlock,Skill Damage | Attack Interval,Worm Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/worm,https://survivorio.fandom.com/wiki/Characters
SURV04,Worm,,Normal,Awakening,16,A5,5,Dauntless Execution,"While Dauntless is active, collisions instantly defeat non-Elite/non-Boss monsters.",This Survivor / Battle,Elite/Boss Damage,Worm Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/worm,https://survivorio.fandom.com/wiki/Characters
SURV04,Worm,,Normal,Awakening,17,A6,6,Lone Hero Enhancement II,"Attack interval -10%, additional Crit Damage +15%, and additional Skill Damage +15%. Teamwork passive slot +1.",Equipped Survivor + slot unlock,Crit Damage | Skill Damage | Attack Interval,Worm Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/worm,https://survivorio.fandom.com/wiki/Characters
SURV05,King,,Normal,Level,1,Level 20,20,Level Bonus,Survivor HP +1000.,This Survivor / Battle,,King Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/king,https://survivorio.fandom.com/wiki/Characters
SURV05,King,,Normal,Level,2,Level 40,40,Level Bonus,All Survivors: ATK +5%.,Account-wide / All Survivors,All-Survivor Bonus,King Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/king,https://survivorio.fandom.com/wiki/Characters
SURV05,King,,Normal,Level,3,Level 60,60,Level Bonus,Survivor ATK +600.,This Survivor / Battle,,King Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/king,https://survivorio.fandom.com/wiki/Characters
SURV05,King,,Normal,Level,4,Level 80,80,Level Bonus,All Survivors: Crit Rate +5%.,Account-wide / All Survivors,Crit Rate | All-Survivor Bonus,King Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/king,https://survivorio.fandom.com/wiki/Characters
SURV05,King,,Normal,Level,5,Level 100,100,Level Bonus,Survivor ATK +1000.,This Survivor / Battle,,King Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/king,https://survivorio.fandom.com/wiki/Characters
SURV05,King,,Normal,Level,6,Level 120,120,Level Bonus,All Survivors: Crit Damage +5%.,Account-wide / All Survivors,Crit Damage | All-Survivor Bonus,King Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/king,https://survivorio.fandom.com/wiki/Characters
SURV05,King,,Normal,Star Upgrade,7,1 Star,1,Survivor Instinct,Select in battle: Crit Rate +8% per skill level.,This Survivor / Battle,Crit Rate,King Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/king,https://survivorio.fandom.com/wiki/Characters
SURV05,King,,Normal,Star Upgrade,8,2 Star,2,Survivor License,Survivor ATK +400; Survivor HP +2000.,This Survivor / Battle,,King Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/king,https://survivorio.fandom.com/wiki/Characters
SURV05,King,,Normal,Star Upgrade,9,3 Star,3,Sixth Sense,Survivor Instinct evolves: Crit Rate +50% and Crit Damage +25%; Survivor HP +20%.,This Survivor / Battle,Crit Rate | Crit Damage,King Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/king,https://survivorio.fandom.com/wiki/Characters
SURV05,King,,Normal,Star Upgrade,10,4 Star,4,Veteran Survivor License,Survivor ATK +1000; Survivor HP +5000.,This Survivor / Battle,,King Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/king,https://survivorio.fandom.com/wiki/Characters
SURV05,King,,Normal,Star Upgrade,11,5 Star,5,All-Survivor Bonus,All Survivors: HP +4%.,Account-wide / All Survivors,All-Survivor Bonus,King Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/king,https://survivorio.fandom.com/wiki/Characters
SURV05,King,,Normal,Star Upgrade,12,6 Star,6,Lucky Kill,Failed critical hits are recalculated; Survivor ATK +20%.,This Survivor / Battle,,King Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/king,https://survivorio.fandom.com/wiki/Characters
SURV05,King,,Normal,Awakening,13,A1,1,Auric Shell / Pummel,Active: Gain invincibility for 3 seconds. Passive: Every 500 Crits triggers a burning circle.,This Survivor / Battle,,King Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/king,https://survivorio.fandom.com/wiki/Characters
SURV05,King,,Normal,Awakening,14,A2,2,Pummel Enhancement,Required Crit count -200; burning circle inflicts 5% Vulnerability.,This Survivor / Battle,Vulnerability,King Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/king,https://survivorio.fandom.com/wiki/Characters
SURV05,King,,Normal,Awakening,15,A3,3,Auric Shell Healing,"While Auric Shell is active, each critical hit restores 0.5% HP.",This Survivor / Battle,,King Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/king,https://survivorio.fandom.com/wiki/Characters
SURV05,King,,Normal,Awakening,16,A4,4,Pummel Enhancement II,Required Crit count -100; an additional 5% Vulnerability. Unlock 1 Teamwork passive slot.,Equipped Survivor + slot unlock,Vulnerability,King Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/king,https://survivorio.fandom.com/wiki/Characters
SURV05,King,,Normal,Awakening,17,A6,6,Pummel Enhancement III,Required Crit count -100; an additional 10% Vulnerability. Teamwork passive slot +1.,Equipped Survivor + slot unlock,Vulnerability,King Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/king,https://survivorio.fandom.com/wiki/Characters
SURV06,Wesson,,Normal,Level,1,Level 20,20,Level Bonus,Survivor HP +1000.,This Survivor / Battle,,Wesson Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/wesson,https://survivorio.fandom.com/wiki/Characters
SURV06,Wesson,,Normal,Level,2,Level 40,40,Level Bonus,All Survivors: ATK +5%.,Account-wide / All Survivors,All-Survivor Bonus,Wesson Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/wesson,https://survivorio.fandom.com/wiki/Characters
SURV06,Wesson,,Normal,Level,3,Level 60,60,Level Bonus,Survivor ATK +600.,This Survivor / Battle,,Wesson Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/wesson,https://survivorio.fandom.com/wiki/Characters
SURV06,Wesson,,Normal,Level,4,Level 80,80,Level Bonus,All Survivors: Crit Rate +5%.,Account-wide / All Survivors,Crit Rate | All-Survivor Bonus,Wesson Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/wesson,https://survivorio.fandom.com/wiki/Characters
SURV06,Wesson,,Normal,Level,5,Level 100,100,Level Bonus,Survivor ATK +1000.,This Survivor / Battle,,Wesson Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/wesson,https://survivorio.fandom.com/wiki/Characters
SURV06,Wesson,,Normal,Level,6,Level 120,120,Level Bonus,All Survivors: Crit Damage +5%.,Account-wide / All Survivors,Crit Damage | All-Survivor Bonus,Wesson Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/wesson,https://survivorio.fandom.com/wiki/Characters
SURV06,Wesson,,Normal,Star Upgrade,7,1 Star,1,EM Grenade,Select in battle: Throws a high-tech EM Grenade.,This Survivor / Battle,,Wesson Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/wesson,https://survivorio.fandom.com/wiki/Characters
SURV06,Wesson,,Normal,Star Upgrade,8,2 Star,2,Survivor License,Survivor ATK +400; Survivor HP +2000.,This Survivor / Battle,,Wesson Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/wesson,https://survivorio.fandom.com/wiki/Characters
SURV06,Wesson,,Normal,Star Upgrade,9,3 Star,3,Drillmaster Perk,Chance to call HQ support when throwing a grenade; Survivor HP +20%.,This Survivor / Battle,,Wesson Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/wesson,https://survivorio.fandom.com/wiki/Characters
SURV06,Wesson,,Normal,Star Upgrade,10,4 Star,4,Veteran Survivor License,Survivor ATK +1000; Survivor HP +5000.,This Survivor / Battle,,Wesson Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/wesson,https://survivorio.fandom.com/wiki/Characters
SURV06,Wesson,,Normal,Star Upgrade,11,5 Star,5,All-Survivor Bonus,All Survivors: ATK +4%.,Account-wide / All Survivors,All-Survivor Bonus,Wesson Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/wesson,https://survivorio.fandom.com/wiki/Characters
SURV06,Wesson,,Normal,Star Upgrade,12,6 Star,6,EM Field,Drillmaster's Fury also creates an EM Field that blocks enemy attacks; Survivor ATK +20%.,This Survivor / Battle,,Wesson Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/wesson,https://survivorio.fandom.com/wiki/Characters
SURV06,Wesson,,Normal,Awakening,13,A1,1,Fire Support / Survival Specialist,"Active: Calls a carpet bombing attack. Passive: Every 3 supplies collected grants exclusive-skill damage +2%, up to 10%.",This Survivor / Battle,Skill Damage | Pet,Wesson Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/wesson,https://survivorio.fandom.com/wiki/Characters
SURV06,Wesson,,Normal,Awakening,14,A2,2,Survival Specialist Plus,"Every 3 supplies collected grants exclusive-skill damage +2%, up to 20%.",This Survivor / Battle,Skill Damage,Wesson Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/wesson,https://survivorio.fandom.com/wiki/Characters
SURV06,Wesson,,Normal,Awakening,15,A3,3,Fire Support Enhancement,Fire Support damage +50%; immediately gain 1 airdrop.,This Survivor / Battle,,Wesson Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/wesson,https://survivorio.fandom.com/wiki/Characters
